name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
roberto-puncec;Roberto Puncec;6' 1";163 lbs;10.27.1991 (33);Varazdin, Croatia;Defender;Right;Senior;International;Central Defender;Centre
robert-taylor;Robert Taylor;6';172 lbs;10.21.1994 (30);Kuopio, Finland;Midfielder;Right;Senior;;;
robert-thorkelsson;Róbert Thorkelsson;6' 2";;4.3.2002 (23);Reykjavík, Iceland;Defender;Left;Senior;International, U22 Initiative;Central Defender;Unknown
robert-ukrop;Robert Ukrop;6' 2";194 lbs;4.5.1970 (55);Richmond, VA USA;Forward;;;;;
robert-ssejjemba;Robert Ssejjemba;5' 8";165 lbs;12.5.1980 (44);Kampala, Uganda;Forward;;;;;
robert-scarlett;Robert Scarlett;5' 7";141 lbs;1.14.1979 (46);Kingston, Jamaica;Defender;;;;;
robinho;Francisco Wellington Barbosa de Lisboa;5' 5";148 lbs;1.19.1995 (30);;Midfielder;;Senior;;;
rob-lovejoy;Rob Lovejoy;6' 0";165 lbs;10.23.1991 (33);Greensboro, NC USA;Midfielder;;;;;
rob-jachym;Rob Jachym;6' 0";161 lbs;10.28.1974 (50);Mielec, Poland;Forward;;;;;
rocco-rios-novo;Rocco Ríos Novo;5' 10";154 lbs;6.4.2002 (22);Los Angeles, CA, USA;Goalkeeper;;Senior;;;
rob-johnson;Rob Johnson;5' 11";174 lbs;2.10.1973 (52);Freehold, NJ USA;Forward;;;;;
rob-valentino;Rob Valentino;6' 3";190 lbs;12.21.1985 (39);Hoffman Estates, IL USA;Defender;;;;;
robin-lod;Robin Lod;5' 11";190 lbs;4.17.1993 (31);Helsinki, Finland;Midfielder;Left;Senior;;;
rob-vincent;Rob Vincent;5' 10";174 lbs;10.26.1990 (34);;Midfielder;;;;;
robin-jansson;Robin Jansson;6' 2";192 lbs;11.15.1991 (33);Trollhättan, Sweden;Defender;;Senior;;;
rob-smith;Rob Smith;5' 10";150 lbs;8.20.1973 (51);Wilmington, DE USA;Midfielder;;;;;
rodney-wallace;Rodney Wallace;6' 0";154 lbs;6.17.1988 (36);San Jose, Costa Rica;Defender;;;;;
rodrigo-faria;Rodrigo Faria;6' 1";150 lbs;2.24.1977 (48);Rio de Janeiro, Brazil;Forward;;;;;
rod-dyachenko;Rodion Sergey Dyachenko;6' 1";185 lbs;9.22.1983 (41);Giorgievk, Russia;Midfielder;;;;;
rod-fanni;Rod Fanni;6' 1";172 lbs;12.6.1981 (43);Martigues, France;Defender;Right;Senior;International;Central Defender;Unknown
rodrigo-lopez;Rodrigo López;5' 7";141 lbs;5.10.1987 (37);Guadalajara, Jalisco Mexico;Midfielder;Right;;;Unknown;Unknown
rodrigo-brasesco;Rodrigo Brasesco;5' 10";165 lbs;1.25.1986 (39);Montevideo, Uruguay;Defender;;;;;
rodolfo-zelaya;Rodolfo Zelaya;5' 9";154 lbs;7.3.1988 (36);Usulutan, El Salvador;Forward;Right;;;Second Striker;Centre
rodney-redes;Rodney Redes;5' 8";159 lbs;2.22.2000 (25);La Colmena, Paraguay;Midfielder;;Senior;U22 Initiative;Winger;Unknown
rodrigo-pacheco;Rodrigo Pacheco;;;8.15.1996 (28);;Forward;;;;;
rocco-romeo;Rocco Romeo;6' 4";185 lbs;3.25.2000 (25);Toronto, Ontario Canada;Defender;Both;Supplemental Slots 29-30;Homegrown;Central Defender;Centre
roger-levesque;Roger Levesque;6' 2";174 lbs;1.22.1981 (44);Portland, ME USA;Forward;;;;;
roger-espinoza;Roger Espinoza;5' 11";185 lbs;10.25.1986 (38);Puerto Cortes, Honduras;Forward;;Supplemental Slots 21-24;;;
roger-torres;Roger Torres;5' 5";137 lbs;7.13.1991 (33);Barrancabermeja, Colombia;Midfielder;;;;;
rodrigues;Rodrigues;6' 2";168 lbs;10.10.1997 (27);Carnaúba dos Dantas, Brazil;Defender;;Senior;International;;
rodrigo-schlegel;Rodrigo Schlegel;6';181 lbs;4.3.1997 (28);Remedios de Escalada, Argentina;Defender;Right;Senior;;;
rohan-ricketts;Rohan Anthony Ricketts;5' 10";161 lbs;12.22.1982 (42);Clapham, England;Midfielder;;;;;
roger-thomas;Roger Thomas;5' 9";170 lbs;3.17.1973 (52);Kingston, Jamaica;Midfielder;;;;;
rodrigo-saravia;Rodrigo Saravia;5' 11";170 lbs;2.22.1993 (32);Guatemala City, Guatemala;Midfielder;Right;;;Defensive Midfielder;Centre
rodrigo-pineiro;Rodrigo Piñeiro;5' 9";157 lbs;5.5.1999 (25);;Forward;Right;Senior;International, U22 Initiative;Unknown;Unknown
rodrigo-ramos;Rodrigo Ramos;5' 10";170 lbs;5.24.1995 (29);;Defender;;;;;
romain-gall;Romain Gall;5' 9";163 lbs;1.31.1995 (30);Paris, France;Midfielder;;;;;
roman-burki;Roman Bürki;6' 2";187 lbs;11.14.1990 (34);Münsingen, Switzerland;Goalkeeper;Right;Senior;;;
rolando-escobar;Rolando Escobar;5' 10";157 lbs;10.24.1981 (43);Panama City, Panama;Midfielder;;;;;
romain-metanire;Romain Métanire;5' 10";159 lbs;3.28.1990 (35);Metz, France;Defender;Right;Senior;;;
romain-alessandrini;Romain Alessandrini;5' 8";154 lbs;4.3.1989 (36);;Midfielder;;;;;
rolf-feltscher;Rolf Feltscher;6' 0";185 lbs;10.6.1990 (34);Bülach, Venezuela;Defender;Right;Senior;;Central Defender;Centre/Right
roland-lamah;Roland Lamah;5' 9";157 lbs;12.31.1987 (37);Abidjan, Ivory Coast;Midfielder;;;;;
roman-celentano-x4766;Roman Celentano;6' 3";201 lbs;9.14.2000 (24);Naperville, IL, USA;Goalkeeper;;Supplemental Slots 21-24;Generation adidas;;
roland-alberg;Roland Alberg;5' 11";159 lbs;8.6.1990 (34);Hoorn, Suriname;Midfielder;Right;;;Attacking Midfielder;Centre
roland-aguilera;Roland Aguilera;5' 8";150 lbs;12.7.1978 (46);Santa Cruz, Bolivia;Midfielder;;;;;
romario-williams;Romario Williams;5' 11";170 lbs;8.15.1994 (30);Portmore, Jamaica;Forward;;;;Unknown;Unknown
ronald-cerritos;Ronald Cerritos;5' 9";154 lbs;1.3.1975 (50);San Salvador, El Salvador;Forward;;;;;
ronald-hernandez;Ronald Hernández;5' 7";154 lbs;9.21.1997 (27);Barinas, Venezuela;Defender;Right;Senior;International;;
romell-quioto;Romell Quioto;5' 10";152 lbs;8.9.1991 (33);Balfate, Honduras;Forward;Right;Senior;;Winger;Left/Right
romario-ibarra;Romario Ibarra;5' 9";161 lbs;9.24.1994 (30);Atuntaqui, Ecuador;Midfielder;Right;;;Attacking Midfielder;Left
romeo-beckham-x8674;Romeo Beckham;;;9.1.2002 (22);unknown, United Kingdom;;;;;;
rominigue-kouame;Rominigue Kouamé;5' 8";165 lbs;12.17.1996 (28);Lopou, Côte d'Ivoire;Midfielder;;;;;
roman-torres;Román Torres;6' 2";194 lbs;3.20.1986 (39);Panama City, Panama;Defender;Right;Senior;;Central Defender;Unknown
ronald-donkor;Ronald Donkor;5' 8";;11.20.2004 (20);Accra, Ghana;Midfielder;;Senior;International;;
roman-kosecki;Roman Kosecki;5' 8";165 lbs;1.1.0001 (2024);Piaseczno, Poland;Forward;;;;;
ronald-zubar;Ronald Zubar;6' 2";174 lbs;9.20.1985 (39);Les Abymes, Guadeloupe;Defender;;;;;
ronnie-pascale;Ronnie Pascale;;;9.5.1976 (48);;Goalkeeper;;;;;
ronaldo-pena;Ronaldo Peña;6' 0";168 lbs;3.10.1997 (28);Portuguesa, Venezuela;Forward;;Senior;International;Striker;Centre
ross-friedman;Ross Benjamin Friedman;5' 9";154 lbs;1.8.1992 (33);Columbus, OH USA;Defender;;;;;
rory-o-driscoll;Rory O'Driscoll;;;2.16.2000 (25);;Midfielder;;;;;
ronaldo-cisneros;Ronaldo Cisneros;5' 11";154 lbs;1.8.1997 (28);Torreón, Mexico;Forward;Right;Senior;International;Striker;Centre
ronnie-o-brien;Ronnie O'Brien;5' 10";154 lbs;1.5.1979 (46);Dublin, Ireland;Midfielder;;;;;
ronald-matarrita;Ronald Matarrita;5' 9";154 lbs;7.9.1994 (30);Alajuela, Costa Rica;Defender;Left;Senior;;Unknown;Unknown
ronald-waterreus;Ronald Waterreus;6' 1";190 lbs;8.25.1970 (54);Lemiers, Netherlands;Goalkeeper;;;;;
ronnie-ekelund;Ronnie Ekelund;6' 0";181 lbs;8.21.1972 (52);Glostrup, Denmark;Midfielder;;;;;
ross-schunk;Ross Schunk;6' 3";196 lbs;4.28.1986 (38);Portland, OR USA;Forward;;;;;
roy-myers;Roy Antony Myers;6' 1";152 lbs;1.1.0001 (2024);Limon, Costa Rica;Midfielder;;;;;
ruben-bover;Rubén Bover;5' 7";143 lbs;6.24.1992 (32);Mallorca, Spain;Midfielder;;;;;
roy-lassiter;Roy Lassiter;5' 10";161 lbs;1.1.0001 (2024);Washington, DC USA;Forward;;;;;
ross-paule;Ross Paule;5' 10";161 lbs;4.4.1976 (49);Memphis, TN USA;Midfielder;;;;;
roy-wegerle;Roy Wegerle;5' 11";170 lbs;1.1.0001 (2024);Pretoria, South Africa;Forward;;;;;
ruan;Ruan Gregorio Gregório Teixeira;5' 7";143 lbs;5.29.1995 (29);Rio de Janeiro, Brazil;Defender;Right;Senior;International;;
r-t-moore;R.T. Moore;6' 0";174 lbs;1.7.1976 (49);Rockford, IL USA;Defender;;;;;
ross-labauex;Ross LaBauex;5' 9";150 lbs;12.5.1988 (36);Chicago, IL USA;Midfielder;;;;;
roy-miller;Roy Miller;6' 2";165 lbs;11.24.1984 (40);San Jose, Costa Rica;Defender;;;;;
russell-canouse;Russell Canouse;5' 10";159 lbs;6.11.1995 (29);Lancaster, PA, USA;Midfielder;Right;Senior;;Unknown;Unknown
ruben-luna;Ruben Luna;6' 0";185 lbs;2.10.1992 (33);Garland, TX USA;Forward;;;;;
russell-payne;Russell Payne;6' 1";190 lbs;7.3.1975 (49);Columbia, MD USA;Goalkeeper;;;;;
russell-shealy;Russell Shealy;6' 1";198 lbs;9.26.1999 (25);;Goalkeeper;;;;Goalkeeper;Unknown
ruben-ramos;Rubén Ramos Jr.;5' 9";154 lbs;1.22.2007 (18);La Puente, CA, USA;Forward;;;;;
russell-cicerone;Russell Cicerone;5' 10";161 lbs;11.16.1994 (30);Bloomfield Hills, MI USA;Midfielder;;;;Unknown;Unknown
rudy-camacho;Rudy Camacho;6' 1";174 lbs;3.5.1991 (34);L'Arbresle, France;Defender;Right;Senior;International;;
ruben-hernandez;Ruben Dario Hernandez;5' 4";146 lbs;1.1.0001 (2024);Barranquilla, Colombia;Midfielder;;;;;
rubio-rubin;Rubio Rubín;5' 10";181 lbs;3.1.1996 (29);Beaverton, OR, USA;Midfielder;;Senior;;;
ruben-gabrielsen;Ruben Gabrielsen;6' 1";192 lbs;3.10.1992 (33);;Defender;Right;Senior;International;Central Defender;Left/Centre/Right
russell-teibert;Russell Teibert;5' 8";152 lbs;12.22.1992 (32);Niagara Falls, Canada;Midfielder;Left;Senior;Homegrown;Winger;Unknown
rusty-pierce;Rusty Pierce;5' 10";165 lbs;7.24.1979 (45);The Woodlands, TX USA;Defender;;;;;
ryan-edwards;Ryan Edwards;6' 0";;12.5.1975 (49);Fremont, CA USA;Forward;;;;;
ryan-cordeiro;Ryan Cordeiro;5' 9";172 lbs;5.6.1986 (38);Newburgh, NY USA;Midfielder;;;;;
ryan-carmichael;Ryan Carmichael;;;8.3.2001 (23);Madden, Northern Ireland;Forward;;;;;
ryan-finley;Ryan Finley;6' 0";181 lbs;3.27.1991 (34);Lumberton, NJ United States;Forward;;;;;
ryan-bilichuk;Ryan Bilichuk;;;7.29.2000 (24);unknown, USA;Goalkeeper;;;;;
ryan-coiner;Ryan Coiner;6' 1";185 lbs;9.7.1979 (45);San Diego, CA USA;Forward;;;;;
ryan-futagaki;Ryan Arnold Futagaki;5' 7";150 lbs;1.17.1980 (45);Huntington Beach, CA USA;Midfielder;;;;;
ryan-cochrane;Ryan Cochrane;6' 1";181 lbs;8.8.1983 (41);Portland, OR USA;Defender;;;;;
ryan-kawulok;Ryan Kawulok;6' 2";185 lbs;12.19.1989 (35);Boulder, Colorado USA;Defender;;;;;
ryan-kelly;Ryan Kelly;6' 1";181 lbs;11.1.1981 (43);Philadelphia, PA USA;Defender;;;;;
ryan-kinne;Ryan Kinne;5' 8";161 lbs;8.31.1989 (35);;Forward;;;;;
ryan-johnson;Ryan Johnson;6' 1";181 lbs;11.26.1984 (40);Kingston, Jamaica;Forward;;;;;
ryan-herman;Ryan Herman;6' 7";236 lbs;6.18.1993 (31);Bellevue, WA USA;Goalkeeper;;;;;
ryan-hollingshead;Ryan Hollingshead;6' 2";185 lbs;4.16.1991 (33);Sacramento, CA, USA;Defender;Left;Senior;;;
ryan-guy;Ryan Guy;5' 7";161 lbs;9.5.1985 (39);San Diego, CA USA;Midfielder;;;;;
ryan-gauld;Ryan Gauld;5' 7";150 lbs;12.16.1995 (29);Aberdeen, Scotland;Midfielder;Left;Senior;International, Designated Player;;
ryan-junge;Ryan Junge;6' 0";185 lbs;9.7.1984 (40);Lincoln, NE USA;Defender;;;;;
ryan-kent;Ryan Kent;5' 8";146 lbs;11.11.1996 (28);Oldham, England;Midfielder;Right;;;;
ryan-mcintosh;Ryan McIntosh;6' 0";185 lbs;3.19.1983 (42);Hollywood, FL USA;Goalkeeper;;;;;
ryan-mcmahen;Ryan McMahen;6' 0";174 lbs;12.22.1982 (42);Munster, IN USA;Midfielder;;;;;
ryan-latham;Ryan Latham;5' 11";174 lbs;11.18.1982 (42);Dallas, TX USA;Forward;;;;;
ryan-raposo;Ryan Raposo;5' 7";139 lbs;3.5.1999 (26);Hamilton, ON, Canada;Midfielder;Both;Senior;;;
ryan-meara;Ryan Meara;6' 4";185 lbs;11.15.1990 (34);Crestwood, NY, USA;Goalkeeper;;Senior;;;
ryan-nelsen;Ryan Nelsen;6' 1";196 lbs;10.18.1977 (47);Christchurch, New Zealand;Defender;;;;;
ryan-pore;Ryan Pore;5' 11";165 lbs;9.23.1983 (41);Mansfield, OH USA;Midfielder;;;;;
ryan-miller;Ryan Miller;5' 11";165 lbs;12.14.1984 (40);Barrington, IL USA;Defender;;;;;
ryan-maduro;Ryan Maduro;5' 10";176 lbs;4.6.1986 (39);Providence, RI USA;Midfielder;;;;;
ryan-neil;Ryan Neil;6' 1";165 lbs;1.2.1992 (33);Newport Beach, CA USA;Defender;;;;;
ryan-sailor;Ryan Sailor;6' 3";;11.27.1998 (26);unknown, USA;Defender;;Signed;;;
ryan-richter;Ryan Richter;6' 0";183 lbs;4.12.1989 (35);Southampton, PA USA;Defender;;;;;
ryan-telfer;Ryan Telfer;6' 0";150 lbs;3.4.1994 (31);Mississauga, Canada;Defender;Left;;;Unknown;Unknown
ryan-raybould;Ryan Raybould;5' 11";154 lbs;5.30.1983 (41);Leawood, KS USA;Defender;;;;;
ryan-schewe;Ryan Schewe;6' 4";194 lbs;3.8.2002 (23);Marietta, GA, USA;Goalkeeper;;;;;
ryan-suarez;Ryan Suarez;6' 2";185 lbs;7.28.1977 (47);Sacramento, CA USA;Defender;;;;;
ryan-solle;Ryan Solle;5' 8";161 lbs;9.11.1985 (39);Sanford, NC USA;Midfielder;;;;;
ryan-spaulding;Ryan Spaulding;5' 7";150 lbs;9.10.1998 (26);Hartford, CT, USA;Defender;;Senior;;Unknown;Unknown
ryan-smith-x7230;Ryan Smith;5' 9";150 lbs;11.10.1986 (38);Islington, England;Midfielder;;;;;
ryan-shawcross;Ryan Shawcross;6' 3";168 lbs;10.4.1987 (37);;Defender;;Senior;International;Central Defender;Centre
ryan-thomas;Ryan Thomas;5' 9";161 lbs;3.20.1989 (36);;Defender;;;;;
sagi-lev-ari;Sagi Lev-Ari;6' 1";190 lbs;7.4.1989 (35);Haifa, Israel;Forward;;;;;
saer-sene;Saer Sene;6' 3";185 lbs;11.4.1986 (38);Paris, France;Forward;;;;;
saba-lobjanidze;Saba Lobjanidze;5' 9";159 lbs;12.18.1994 (30);Tiflis, Georgia;Midfielder;Left;Senior;International;;
ryen-jiba;Ryen Jiba;5' 11";154 lbs;4.29.2001 (23);South Sudan, Sudan;Defender;;Supplemental Slots 25-28;;Unknown;Unknown
saad-abdul-salaam;Saad Abdul-Salaam;6' 4";185 lbs;9.8.1991 (33);Gahanna, NC USA;Defender;Right;Supplemental Slots 21-24;;Full Back;Right
sacir-hot;Sacir Hot;6' 1";185 lbs;6.10.1991 (33);Wayne, NJ USA;Defender;;;;;
ryan-tinsley;Ryan Tinsley;5' 9";154 lbs;10.1.1971 (53);New York, NY USA;Defender;;;;;
ryshiem-henderson;Ryshiem Henderson;6' 4";216 lbs;3.21.1972 (53);San Jose, CA USA;Forward;;;;;
sacha-kljestan;Sacha Bryan Kljestan;6' 1";150 lbs;9.9.1985 (39);Huntington Beach, CA, USA;Midfielder;Both;Supplemental Slots 21-24;;;
said-fazlagic;Said Fazlagic;6' 0";154 lbs;1.1.0001 (2024);Sarajevo, Yugoslavia;Defender;;;;;
sal-zizzo;Sal Zizzo;5' 10";165 lbs;4.3.1987 (38);San Diego, CA USA;Defender;;;;;
sam-bassett;Sam Bassett;6' 0";135 lbs;4.13.2003 (21);Wheat Ridge, CO, USA;Midfielder;;;Homegrown;;
sainey-nyassi;Sainey Nyassi;5' 8";146 lbs;1.31.1989 (36);Bwiam, Gambia;Midfielder;;;;;
salvatore-mazzaferro;Salvatore Mazzaferro;;;10.11.2001 (23);unknown, Canada;Defender;;;;;
salou-ibrahim;Salou Ibrahim;6' 4";205 lbs;5.29.1979 (45);Kumasi, Ghana;Forward;;;;;
sainey-touray;Sainey Touray;6' 1";150 lbs;2.8.1990 (35);Serrekundea, Gambia;Forward;;;;;
samba;Mamadu Samba Cande;6' 1";154 lbs;9.23.1992 (32);;Defender;;;;;
sal-caccavale;Sal Caccavale;5' 7";146 lbs;5.16.1985 (39);West Islip, NY USA;Midfielder;;;;;
sam-adekugbe;Sam Adekugbe;5' 9";165 lbs;1.16.1995 (30);London, England;Defender;Left;;;;
sam-cronin;Sam Cronin;5' 10";165 lbs;12.12.1986 (38);Atlanta, GA USA;Midfielder;;;;;
sam-hamilton;Sam Hamilton;6' 0";185 lbs;7.26.1995 (29);Denver, CO USA;Midfielder;;;;Unknown;Unknown
sam-forko;Sam Forko;5' 9";154 lbs;9.2.1978 (46);Monrovia, Liberia;Defender;;;;;
sam-garza;Sam Garza;5' 11";161 lbs;10.17.1989 (35);Highland Village, TX USA;Midfielder;;;;;
sam-johnson;Sam Johnson;5' 10";163 lbs;5.6.1993 (31);Ganta, Liberia;Forward;;Senior;International, Designated Player;Striker;Centre
sam-brill;Sam Brill;6' 2";190 lbs;9.6.1985 (39);Newton, MA USA;Defender;;;;;
sam-gleadle;Sam Gleadle;5' 10";154 lbs;3.20.1996 (29);Chichester, England;Midfielder;;Supplemental Slots 25-28;;Winger;Left
sami-guediri;Sami Guediri;5' 11";165 lbs;8.18.1997 (27);Boca Raton, FL USA;Defender;;Supplemental Slots 21-24;;Unknown;Unknown
sam-junqua;Sam Junqua;6' 0";170 lbs;11.9.1996 (28);Saratoga, CA, USA;Defender;;Senior;;;
sam-george;Sam George;5' 11";174 lbs;6.29.1970 (54);Santa Margarita, CA USA;Midfielder;;;;;
sam-nicholson;Sam Nicholson;5' 9";157 lbs;1.20.1995 (30);Edinburgh, Scotland;Midfielder;Left;Senior;International;Winger;Left
sam-raben;Sam Raben;6' 0";165 lbs;5.11.1997 (27);Birmingham, AL USA;Defender;;;;;
sammy-ochoa;Sammy Ochoa;6' 0";194 lbs;9.4.1986 (38);Morelia, Mexico;Forward;;;;;
sam-rogers;Sam Rogers;6' 4";190 lbs;5.17.1999 (25);Seattle, USA;Defender;;;;Unknown;Unknown
samuel-adeniran;Samuel Adeniran;6' 4";201 lbs;9.30.1998 (26);Houston, TX, USA;Forward;Left;Supplemental Slots 25-28;;;
sam-surridge;Sam Surridge;6' 2";181 lbs;7.28.1998 (26);Slough, England;Forward;Right;Senior;Designated Player, International;;
samuel-armenteros;Samuel Armenteros;5' 10";181 lbs;5.27.1990 (34);Gotehnburg, Sweden;Forward;;;;;
sam-reynolds;Sam Reynolds;6' 1";190 lbs;12.13.1981 (43);Davis, CA USA;Goalkeeper;;;;;
samuel;Samuel;6' 1";190 lbs;2.25.1991 (34);São Borja, Brazil;Forward;;;;;
samuel-caballero;Samuel Caballero;6' 1";181 lbs;12.24.1974 (50);Gracias a Dios, Honduras;Defender;;;;;
samuel-piette;Samuel Piette;5' 7";161 lbs;11.12.1994 (30);Le Gardeur, QC, Canada;Midfielder;Right;Senior;;;
samuel-tetteh;Samuel Tetteh;5' 11";;7.28.1996 (28);Accra, Ghana;Forward;;Senior;International;;
samuel-grandsir;Samuel Grandsir;5' 7";143 lbs;8.14.1996 (28);Evreux, France;Forward;Right;Senior;International;Winger;Right
samuel-kwaku-owusu;Samuel Owusu;;;12.13.2000 (24);Kumasi, Ghana;Defender;;Signed;Homegrown;;
samuel-sarver;Samuel Sarver;5' 10";187 lbs;3.3.2003 (22);Chesterland, OH, USA;Forward;;;;;
sam-vines;Sam Vines;5' 10";150 lbs;5.31.1999 (25);Colorado Springs, CO, USA;Defender;;Supplemental Slots 21-24;Homegrown, U22 Initiative;;
samuel-inkoom-x9106;Samuel Inkoom;5' 10";;6.1.1989 (35);Sekondi-Takoradi, Ghana;Defender;;;;;
samuel-shashoua;Samuel Shashoua;5' 7";146 lbs;5.13.1999 (25);London, England;Forward;;Supplemental Slots 21-24;;;
samuel-rogers;Sam Rogers;6' 4";190 lbs;5.17.1999 (25);Seattle, WA, USA;Defender;;;;;
samuel-ekeme;Samuel Ekeme;5' 10";165 lbs;1.1.0001 (2024);Yaounde, Cameroon;Defender;;;;;
santiago-castano;Santiago Castaño;6' 2";183 lbs;4.14.1995 (29);Queens, NY USA;Goalkeeper;;;;;
sang-bin-jeong;Sang Bin Jeong;5' 9";168 lbs;4.1.2002 (23);Chungnam, South Korea;Forward;Right;Senior;U22 Initiative, International;;
santiago-arias;Santiago Arias;5' 10";159 lbs;1.13.1992 (33);Medellín, Colombia;Defender;Right;Senior;;Full Back;Right
santiago-gonzalez;Santiago González;5' 7";161 lbs;7.11.1991 (33);Montevideo, Uruguay;Forward;;;;;
santiago-moreno;Santiago Moreno;5' 8";148 lbs;4.21.2000 (24);Cali, Colombia;Forward;;Signed;International, U22 Initiative;;
sam-williams;Sam Williams;;;3.18.2005 (20);Tenafly, NJ, USA;Midfielder;;;;;
sanna-nyassi;Sanna Nyassi;5' 8";146 lbs;1.31.1989 (36);Bwiam, Gambia;Midfielder;;;;;
sandy-gbandi;Sandy Gbandi;5' 10";154 lbs;7.12.1983 (41);Firestone, Liberia;Midfielder;;;;;
santiago-morales;Santiago Morales;5' 7";148 lbs;2.9.2007 (18);Santa Cruz de Tenerife, Spain;Midfielder;Right;Supplemental Slots 29-30;Homegrown;;
sanders-ngabo;Sanders Ngabo;5' 9";;7.4.2004 (20);Sundby, Denmark;Midfielder;;;;;
santino-quaranta;Santino Quaranta;6' 1";185 lbs;10.14.1984 (40);Baltimore, MD USA;Midfielder;;;;;
santiago-rodriguez;Santiago Rodríguez;5' 6";137 lbs;1.8.2000 (25);Montevideo, Uruguay;Midfielder;Right;Senior;Young Designated Player;;
saphir-taider;Saphir Taïder;5' 11";161 lbs;2.29.1992 (33);Castres, Algeria;Midfielder;Right;;;Central Midfielder;Centre
santiago-prim;Santiago Prim;5' 10";165 lbs;5.11.1990 (34);Campana, Argentina;Midfielder;;;;;
santiago-mosquera;Santiago Mosquera;5' 6";185 lbs;2.7.1995 (30);Buenaventura, Colombia;Midfielder;;Senior;International, Designated Player;;
sasha-gotsmanov;Sasha Gotsmanov;6' 0";174 lbs;9.19.1982 (42);Minsk, Belarus;Forward;;;;;
santiago-patino;Santiago Patiño;6' 1";161 lbs;3.10.1997 (28);Santiago de Cali, USA;Forward;;Supplemental Slots 21-24;;Unknown;Unknown
santiago-suarez;Santiago Suarez;6' 5";179 lbs;4.23.2005 (19);Rocklin, CA, USA;Defender;;;Homegrown;;
santiago-sosa;Santiago Sosa;5' 9";172 lbs;5.3.1999 (25);La Plata, Argentina;Midfielder;Right;Senior;U22 Initiative;Defensive Midfielder;Centre
sasa-curcic;Sasa Curcic;5' 9";150 lbs;2.14.1972 (53);Belgrade, Yugoslavia;Forward;;;;;
schillo-tshuma;Schillo Tshuma;5' 10";161 lbs;9.21.1992 (32);Bulawayo, Zimbabwe;Midfielder;;;;;
scott-budnick;Scott Budnick;6' 2";194 lbs;10.28.1971 (53);Wichita, KS USA;Goalkeeper;;;;;
saul-martinez;Saul Martinez;5' 8";157 lbs;1.29.1976 (49);Colon, Honduras;Forward;;;;;
scott-arfield;Scott Arfield;5' 10";154 lbs;11.1.1988 (36);Livingston, Scotland;Midfielder;Left;Senior;International;Unknown;Unknown
scott-benedetti;Scott Benedetti;5' 11";174 lbs;1.1.0001 (2024);Portland, OR USA;Forward;;;;;
scott-bolkan;Scott Bolkan;6' 2";181 lbs;2.18.1986 (39);Salem, OR USA;Defender;;;;;
scott-angevine;Scott Angevine;6' 1";185 lbs;5.27.1989 (35);Overland Park, KS USA;Goalkeeper;;;;;
scott-bower;Scott Bower;5' 8";161 lbs;6.27.1978 (46);Port Angeles, WA USA;Midfielder;;;;;
sawyer-jura;Sawyer Jura;;;3.9.2006 (19);unknown, USA;Defender;;;;;
sasha-victorine;Sasha Caleb Victorine;6' 2";170 lbs;2.3.1978 (47);Santa Ana, CA USA;Midfielder;;;;;
scott-caldwell;Scott Caldwell;5' 8";152 lbs;3.15.1991 (34);Braintree, USA;Midfielder;Right;Supplemental Slots 21-24;Homegrown;Unknown;Unknown
scott-lorenz;Scott Lorenz;6' 0";172 lbs;7.23.1987 (37);Barrington, USA;Defender;;;;Unknown;Unknown
scott-garlick;Scott Frederick Garlick;6' 2";190 lbs;5.29.1972 (52);Phoenix, AZ USA;Goalkeeper;;;;;
scott-buete;George Scott Buete;5' 8";161 lbs;7.23.1980 (44);Phoenix, AZ USA;Midfielder;;;;;
scott-cannon;Scott Cannon;5' 9";154 lbs;1.1.0001 (2024);Evansville, IN USA;Defender;;;;;
scott-jones;Scott Jones;5' 11";165 lbs;9.22.1983 (41);San Antonio, TX USA;Midfielder;;;;;
scott-campbell;Robert Scott Campbell;5' 10";161 lbs;10.16.1986 (38);Plantation, FL USA;Midfielder;;;;;
scot-thompson;Scot Oliver Thompson;6' 0";181 lbs;2.11.1981 (44);New York, NY USA;Defender;;;;;
scott-gordon;Scott Gordon;6' 4";190 lbs;4.6.1988 (37);Boca Raton, FL USA;Defender;;;;;
scott-coufal;Scott Coufal;6' 2";194 lbs;8.27.1974 (50);Brookfield, WI USA;Goalkeeper;;;;;
scott-thomsen;Scott Thomsen;5' 10";165 lbs;12.31.1993 (31);Brick, NJ USA;Defender;;;;;
scott-palguta;Scott Palguta;6' 2";190 lbs;8.23.1982 (42);Toms River, NJ USA;Defender;;;;;
scott-sealy;Scott Sealy;5' 10";174 lbs;6.4.1981 (43);Petit Valley, Trinidad and Tobago;Forward;;;;;
scott-sutter;Scott Sutter;5' 11";174 lbs;5.13.1986 (38);London, England;Defender;;;;;
sean-bowers;Sean Bowers;6' 2";185 lbs;1.1.0001 (2024);San Diego, CA USA;Defender;;;;;
scott-vermillion;Scott Vermillion;5' 11";174 lbs;12.23.1976 (48);Olathe, KS USA;Defender;;;;;
scott-powers;Scott Powers;5' 11";165 lbs;2.6.1979 (46);;Midfielder;;;;;
scott-pearson;Scott Pearson;;;1.1.0001 (2024);;Forward;;;;;
scott-vallow;Scott Vallow;6' 3";194 lbs;6.8.1977 (47);Modesto, CA USA;Goalkeeper;;;;;
